"Drug","07-19-2020"
"hydroxychloroquine",5528
"remdesivir",1687
"dexamethasone",698
"chloroquine",286
"azithromycin",237
"ivermectin",145
"budesonide",136
"fentanyl",121
"fructose",77
"chlorine dioxide",75
"favipiravir",71
"metformin",70
"prednisone",64
"fenofibrate",51
"ibuprofen",38
"quercetin",29
"s-23",24
"curcumin",17
"fostamatinib",11
"angiotensin ii",10
"acetylcholine",9
"doxycycline",8
"glyphosate",8
"proline",8
"quinine",8
"umifenovir",8
"aldosterone",7
"ketamine",7
"apixaban",6
"artemisinin",6
"baricitinib",6
"famotidine",6
"galidesivir",6
"naloxone",6
"thiamine",6
"activated charcoal",5
"cannabidiol",5
"colchicine",5
"febuxostat",5
"lopinavir",5
"losartan",5
"prazosin",5
"propofol",5
"ritonavir",5
"vanadium",5
"amiodarone",4
"angiotensin 1-7",4
"glutathione",4
"inulin",4
"methadone",4
"potassium",4
"tafenoquine",4
"talopram",4
"thalidomide",4
"valine",4
"warfarin",4
"acetaminophen",3
"amoxicillin",3
"codeine",3
"cysteine",3
"dantrolene",3
"dopamine",3
"imiquimod",3
"levodopa",3
"midazolam",3
"niacin",3
"piclidenoson",3
"boron",2
"camostat",2
"capecitabine",2
"dextromethorphan",2
"diclofenac",2
"dipyridamole",2
"erythromycin",2
"fluorouracil",2
"ibrutinib",2
"indole",2
"mefloquine",2
"mmda",2
"nitazoxanide",2
"penicillin",2
"prednisolone",2
"rhein",2
"salbutamol",2
"teriflunomide",2
"tryptophan",2
"acetazolamide",1
"acyclovir",1
"allicin",1
"amphetamine",1
"antimony",1
"arginine",1
"atovaquone",1
"benzodiazepine",1
"berberine",1
"bicalutamide",1
"boldenone",1
"bromhexine",1
"capsaicin",1
"cetirizine",1
"citalopram",1
"clarithromycin",1
"clonazepam",1
"cobicistat",1
"danoprevir",1
"darunavir",1
"dexmedetomidine",1
"dimethyl fumarate",1
"duvelisib",1
"epinephrine",1
"erdosteine",1
"escitalopram",1
"esomeprazole",1
"filgotinib",1
"fluoxetine",1
"fluvoxamine",1
"formaldehyde",1
"forskolin",1
"furosemide",1
"hydrocortisone",1
"hydroxyurea",1
"indomethacin",1
"iodide",1
"ipratropium",1
"isoflavone",1
"kava",1
"levofloxacin",1
"lidocaine",1
"manganese",1
"merimepodib",1
"methotrexate",1
"methylprednisolone",1
"metoprolol",1
"nelfinavir",1
"neodymium",1
"niclosamide",1
"nitrite",1
"olanzapine",1
"omeprazole",1
"peramivir",1
"phosphorus",1
"pidotimod",1
"pregabalin",1
"proguanil",1
"promethazine",1
"pseudoephedrine",1
"pyridostigmine",1
"pyronaridine",1
"quetiapine",1
"ramipril",1
"ribavirin",1
"rifabutin",1
"ronnel",1
"rosiglitazone",1
"ruxolitinib",1
"saquinavir",1
"selinexor",1
"sulforaphane",1
"sumatriptan",1
"temozolomide",1
"triclosan",1
"vadadustat",1
"vancomycin",1
"vincristine",1
"vs-5584",1
