"Drug","12-27-2021"
"ivermectin",2712
"fentanyl",746
"remdesivir",412
"quercetin",232
"fluvoxamine",169
"glutathione",73
"loratadine",64
"methylcobalamin",63
"ibuprofen",50
"chloroquine",45
"midazolam",43
"ketamine",42
"umifenovir",41
"niacin",31
"azithromycin",23
"taurine",18
"thalidomide",18
"dexamethasone",16
"famotidine",16
"curcumin",13
"prednisone",13
"ritonavir",12
"rivaroxaban",12
"diphenhydramine",11
"hydroxychloroquine",11
"leronlimab",11
"cysteine",8
"dopamine",8
"acetaminophen",7
"bucillamine",7
"budesonide",7
"chlorine dioxide",7
"penicillin",7
"propylthiouracil",7
"doxycycline",6
"methadone",6
"quinine",6
"baricitinib",5
"fenofibrate",5
"talopram",5
"artemisinin",4
"bupropion",4
"codeine",4
"fluticasone",4
"potassium",4
"s-23",4
"cannabidiol",3
"colchicine",3
"estradiol",3
"favipiravir",3
"fructose",3
"glycine",3
"naloxone",3
"prednisolone",3
"ranitidine",3
"acetylcholine",2
"aspartame",2
"astaxanthin",2
"aviptadil",2
"benfotiamine",2
"capsaicin",2
"cetylpyridinium",2
"chromium",2
"cimetidine",2
"fluoxetine",2
"hydrocortisone",2
"inulin",2
"l-lysine",2
"lisinopril",2
"lorazepam",2
"metformin",2
"methylprednisolone",2
"montelukast",2
"naltrexone",2
"pirfenidone",2
"ruxolitinib",2
"tempol",2
"acetazolamide",1
"actemra",1
"activated charcoal",1
"amoxicillin",1
"amphotericin b",1
"angiotensin ii",1
"aniline",1
"antipain",1
"azelastine",1
"benzodiazepine",1
"benzonatate",1
"berberine",1
"biotin",1
"boceprevir",1
"bradykinin",1
"buprenorphine",1
"cadmium",1
"calcifediol",1
"calcitriol",1
"camphor",1
"carbamazepine",1
"carboplatin",1
"cetirizine",1
"cholecalciferol",1
"cisatracurium",1
"clopidogrel",1
"cyproheptadine",1
"daunorubicin",1
"dextromethorphan",1
"dimethyl sulfoxide",1
"dipyridamole",1
"erythromycin",1
"etoposide",1
"furosemide",1
"gabapentin",1
"guaifenesin",1
"hydroxytyrosol",1
"hydroxyzine",1
"indomethacin",1
"ipratropium",1
"isoquercetin",1
"ivabradine",1
"levocetirizine",1
"lopinavir",1
"mannitol",1
"megestrol",1
"megestrol acetate",1
"methotrexate",1
"mirin",1
"modafinil",1
"nafamostat",1
"nitazoxanide",1
"norepinephrine",1
"oseltamivir",1
"oxycodone",1
"phenylephrine",1
"plitidepsin",1
"resveratrol",1
"ribavirin",1
"rutin",1
"salbutamol",1
"semaglutide",1
"sertraline",1
"snx-5422",1
"sodium fluoride",1
"strychnine",1
"sulfadiazine",1
"sumatriptan",1
"tacrolimus",1
"telaprevir",1
"tetracycline",1
"thiamine",1
"thymol",1
"warfarin",1
