"Drug","12-21-2021"
"fentanyl",10919
"ivermectin",2555
"hydroxychloroquine",692
"remdesivir",639
"midazolam",252
"fluvoxamine",242
"quercetin",175
"azithromycin",113
"curcumin",47
"ibuprofen",43
"leronlimab",34
"dexamethasone",30
"chloroquine",22
"ketamine",20
"niacin",19
"budesonide",16
"rivaroxaban",16
"thalidomide",16
"chlorine dioxide",13
"potassium",13
"acetaminophen",12
"vincristine",12
"cabotegravir",11
"glyphosate",10
"plitidepsin",10
"propiolactone",10
"quinine",10
"cannabidiol",9
"penicillin",9
"glutathione",8
"prednisone",8
"bucillamine",7
"colchicine",7
"diphenhydramine",7
"dopamine",7
"favipiravir",7
"fluoxetine",7
"actemra",6
"amoxicillin",6
"codeine",6
"famotidine",6
"talopram",6
"tromethamine",6
"acetylcholine",5
"artemisinin",5
"baricitinib",5
"methadone",5
"naloxone",5
"propofol",5
"vandetanib",5
"amitriptyline",4
"aviptadil",4
"calcifediol",4
"doxycycline",4
"methylprednisolone",4
"nitazoxanide",4
"penciclovir",4
"pyronaridine",4
"warfarin",4
"amantadine",3
"argatroban",3
"artesunate",3
"astaxanthin",3
"benzodiazepine",3
"boceprevir",3
"bupropion",3
"empagliflozin",3
"formaldehyde",3
"fostamatinib",3
"gabapentin",3
"hypochlorous",3
"ritonavir",3
"sertraline",3
"threonine",3
"acetylcysteine",2
"adenine",2
"aldosterone",2
"berberine",2
"buprenorphine",2
"cysteine",2
"fingolimod",2
"fluticasone",2
"folic",2
"guanine",2
"hydroxyurea",2
"lidocaine",2
"lorazepam",2
"megestrol",2
"megestrol acetate",2
"metformin",2
"naproxen",2
"niclosamide",2
"piperine",2
"potassium chloride",2
"prednisolone",2
"propranolol",2
"rocuronium",2
"squalene",2
"tempol",2
"thymol",2
"adenosine",1
"albendazole",1
"alprazolam",1
"alvelestat",1
"amiloride",1
"antimony",1
"arginine",1
"biotin",1
"bromhexine",1
"calcitriol",1
"chloroprocaine",1
"cholecalciferol",1
"citalopram",1
"clozapine",1
"cyproheptadine",1
"datp",1
"diazepam",1
"docetaxel",1
"enzalutamide",1
"ephedrine",1
"epinephrine",1
"estradiol",1
"fenbendazole",1
"forskolin",1
"galidesivir",1
"hesperidin",1
"hydroxyzine",1
"icosapent",1
"icosapent ethyl",1
"inulin",1
"itraconazole",1
"ivabradine",1
"leflunomide",1
"levamisole",1
"lopinavir",1
"magnesium citrate",1
"magnesium malate",1
"malic",1
"manganese",1
"maraviroc",1
"meldonium",1
"methotrexate",1
"metoprolol",1
"metronidazole",1
"mmda",1
"oxycodone",1
"pancuronium",1
"phenobarbital",1
"potassium citrate",1
"promethazine",1
"prostaglandin",1
"prostaglandin g2",1
"ribavirin",1
"risperidone",1
"s-23",1
"semaglutide",1
"sodium acetate",1
"spironolactone",1
"suramin",1
"urea",1
"vancomycin",1
