"Drug","10-04-2022"
"amoxicillin",945
"ivermectin",281
"fentanyl",152
"quercetin",149
"l-lysine",143
"maraviroc",143
"hydroxychloroquine",34
"midazolam",21
"ritonavir",19
"budesonide",13
"ibuprofen",11
"chloroquine",9
"oseltamivir",9
"fluvoxamine",8
"hydromorphone",7
"ketamine",7
"buprenorphine",6
"hydrocodone",6
"oxycodone",6
"tromethamine",6
"azithromycin",5
"dexamethasone",5
"doxycycline",5
"metoclopramide",5
"niacin",5
"thalidomide",5
"naloxone",4
"benzonatate",3
"diamorphine",3
"dopamine",3
"gabapentin",3
"metformin",3
"naltrexone",3
"aprepitant",2
"baricitinib",2
"bictegravir",2
"cannabidiol",2
"cetylpyridinium",2
"codeine",2
"elvitegravir",2
"emtricitabine",2
"formaldehyde",2
"threonine",2
"acetaminophen",1
"alanine",1
"anastrozole",1
"apixaban",1
"aspartame",1
"azelastine",1
"berberine",1
"beta carotene",1
"bromhexine",1
"ceftriaxone",1
"choline",1
"clindamycin",1
"clofazimine",1
"colchicine",1
"creatine",1
"cysteine",1
"diclofenac",1
"diltiazem",1
"famotidine",1
"galidesivir",1
"glyphosate",1
"haloperidol",1
"imatinib",1
"isotretinoin",1
"kava",1
"levocarnitine",1
"lidocaine",1
"lorazepam",1
"lurasidone",1
"malachite green",1
"meropenem",1
"methacholine",1
"methadone",1
"molybdenum",1
"montelukast",1
"myricetin",1
"nabumetone",1
"naproxen",1
"nitazoxanide",1
"permethrin",1
"prednisone",1
"pregabalin",1
"proline",1
"quinine",1
"resveratrol",1
"squalene",1
"tadalafil",1
"tamoxifen",1
"taurine",1
"titanium dioxide",1
"tyrosine",1
