"Drug","07-21-2021"
"ivermectin",2161
"hydroxychloroquine",683
"fentanyl",574
"remdesivir",520
"budesonide",240
"niacin",133
"chloroquine",58
"masitinib",43
"azithromycin",41
"dexamethasone",35
"quercetin",32
"thalidomide",27
"ondansetron",25
"colchicine",22
"enzalutamide",22
"fluvoxamine",21
"methadone",17
"midazolam",16
"amphotericin b",15
"dapagliflozin",15
"ibuprofen",13
"penicillin",13
"glutathione",12
"curcumin",10
"rutin",10
"lopinavir",9
"ritonavir",9
"tempol",9
"aviptadil",8
"leronlimab",7
"tacrolimus",7
"talopram",7
"astaxanthin",6
"baricitinib",6
"berberine",6
"hesperidin",6
"ml-9",6
"vincristine",6
"calcifediol",5
"chlorine dioxide",5
"cysteine",5
"etoposide",5
"favipiravir",5
"glyphosate",5
"prednisone",5
"bucillamine",4
"mirin",4
"quinine",4
"s-23",4
"artemisinin",3
"citalopram",3
"codeine",3
"doxycycline",3
"fluconazole",3
"fluticasone",3
"ketamine",3
"losartan",3
"metformin",3
"piperine",3
"potassium",3
"prednisolone",3
"sarilumab",3
"actemra",2
"aldosterone",2
"buprenorphine",2
"cannabidiol",2
"epinephrine",2
"famotidine",2
"fostamatinib",2
"gliclazide",2
"isavuconazole",2
"levofloxacin",2
"memantine",2
"methylprednisolone",2
"naltrexone",2
"nitazoxanide",2
"norepinephrine",2
"oxycodone",2
"perampanel",2
"phosphorus",2
"proline",2
"resveratrol",2
"suramin",2
"voriconazole",2
"acetylcysteine",1
"aluminum hydroxide",1
"andrographolide",1
"angiotensin ii",1
"antipain",1
"atorvastatin",1
"azacitidine",1
"benzocaine",1
"beta carotene",1
"bromhexine",1
"cabotegravir",1
"camostat",1
"ceftriaxone",1
"cholecalciferol",1
"citco",1
"citrulline",1
"clarithromycin",1
"clofoctol",1
"creatine",1
"crocin",1
"cyclophosphamide",1
"dantrolene",1
"darapladib",1
"dasatinib",1
"diosmin",1
"dopamine",1
"empagliflozin",1
"emricasan",1
"erythromycin",1
"everolimus",1
"finasteride",1
"fisetin",1
"flumatinib",1
"fluorescein",1
"folic",1
"formaldehyde",1
"forskolin",1
"fructose",1
"gabapentin",1
"galidesivir",1
"glycopyrronium",1
"hydroxyzine",1
"hypochlorous",1
"indole",1
"inositol",1
"ipratropium",1
"lamivudine",1
"leflunomide",1
"lenvatinib",1
"levodopa",1
"lumacaftor",1
"luteolin",1
"magnesium stearate",1
"maraviroc",1
"megestrol",1
"megestrol acetate",1
"methohexital",1
"methotrexate",1
"methylphenidate",1
"minoxidil",1
"mmda",1
"nafamostat",1
"navitoclax",1
"neodymium",1
"nicotinamide",1
"phenoxyethanol",1
"posaconazole",1
"pravastatin",1
"pregabalin",1
"propiolactone",1
"ramatroban",1
"ranitidine",1
"rhein",1
"ribavirin",1
"rilpivirine",1
"simeprevir",1
"sulforaphane",1
"thiamine",1
"titanium dioxide",1
"tryptophan",1
"tyrosine",1
"uridine",1
"vancomycin",1
"warfarin",1
