"Drug","10-29-2020"
"remdesivir",1577
"azithromycin",320
"hydroxychloroquine",143
"dexamethasone",117
"favipiravir",102
"quercetin",61
"ivermectin",55
"fluvoxamine",44
"doxycycline",43
"colchicine",35
"leronlimab",35
"chloroquine",34
"aviptadil",33
"squalene",22
"lopinavir",18
"calcifediol",13
"methadone",12
"ritonavir",12
"chlorine dioxide",11
"naloxone",11
"famotidine",10
"potassium",10
"quinine",10
"raloxifene",10
"warfarin",10
"codeine",8
"ibuprofen",8
"phosphorus",8
"prednisone",8
"bromhexine",6
"bucillamine",6
"budesonide",6
"camostat",6
"cannabidiol",6
"maraviroc",6
"s-23",6
"talopram",6
"umifenovir",6
"actemra",5
"ambroxol",5
"benzonatate",5
"glutathione",5
"ketamine",5
"midazolam",5
"tramadol",5
"cetylpyridinium",4
"ifenprodil",4
"isocarboxazid",4
"leflunomide",4
"metformin",4
"toluene",4
"amantadine",3
"arginine",3
"biotin",3
"bradykinin",3
"curcumin",3
"glycine",3
"mmda",3
"nitazoxanide",3
"oseltamivir",3
"ribavirin",3
"simeprevir",3
"acetylcholine",2
"alfacalcidol",2
"amiodarone",2
"angiotensin ii",2
"artesunate",2
"benzodiazepine",2
"cadmium",2
"ceftriaxone",2
"cinacalcet",2
"dopamine",2
"fructose",2
"imatinib",2
"indole",2
"lorazepam",2
"losartan",2
"methylprednisolone",2
"naltrexone",2
"oleandrin",2
"pantoprazole",2
"pirfenidone",2
"rapamycin",2
"trenbolone",2
"venetoclax",2
"vincristine",2
"zolpidem",2
"acetaminophen",1
"acetylcysteine",1
"activated charcoal",1
"acyclovir",1
"aldosterone",1
"amoxicillin",1
"amphetamine",1
"ampicillin",1
"androstenedione",1
"apixaban",1
"artemisinin",1
"aspartame",1
"azathioprine",1
"baricitinib",1
"capsaicin",1
"carfilzomib",1
"clonazepam",1
"clotrimazole",1
"cobalamin",1
"cobicistat",1
"creatinine",1
"darunavir",1
"daunorubicin",1
"dexmedetomidine",1
"diazepam",1
"diphenhydramine",1
"ebselen",1
"epinephrine",1
"escitalopram",1
"estradiol",1
"eugenol",1
"fluticasone",1
"folic",1
"formaldehyde",1
"fostamatinib",1
"fucose",1
"gabapentin",1
"galidesivir",1
"gentamicin",1
"hyaluronic",1
"imidazole",1
"kava",1
"l-lysine",1
"levodopa",1
"lofepramine",1
"meropenem",1
"misoprostol",1
"montelukast",1
"naringenin",1
"niclosamide",1
"nicotinamide",1
"nitrite",1
"nitrous oxide",1
"nitrous-oxide",1
"norepinephrine",1
"osimertinib",1
"ozanimod",1
"penicillin",1
"potassium chloride",1
"pp-110",1
"propranolol",1
"pyronaridine",1
"quinacrine",1
"rifaximin",1
"salbutamol",1
"scopolamine",1
"sinensetin",1
"siponimod",1
"sofosbuvir",1
"strychnine",1
"sulforaphane",1
"taurine",1
"tetracycline",1
"thimerosal",1
"urea",1
"vanadium",1
"varenicline",1
"voclosporin",1
"zanamivir",1
