"Drug","03-07-2022"
"ivermectin",5186
"remdesivir",3065
"fentanyl",719
"hydroxychloroquine",76
"baricitinib",38
"vincristine",28
"azithromycin",25
"dexamethasone",24
"midazolam",19
"ritonavir",16
"empagliflozin",14
"ibuprofen",14
"quercetin",14
"colchicine",13
"prednisone",13
"leronlimab",10
"lopinavir",9
"fluvoxamine",8
"nitazoxanide",8
"potassium",8
"acetaminophen",7
"aldosterone",7
"bromhexine",7
"talopram",7
"methadone",6
"niacin",6
"astaxanthin",5
"chloroquine",5
"prednisolone",5
"progesterone",5
"ribose",5
"artesunate",4
"curcumin",4
"dopamine",4
"epinephrine",4
"iodide",4
"urea",4
"amoxicillin",3
"berberine",3
"choline",3
"favipiravir",3
"metformin",3
"naloxone",3
"penicillin",3
"potassium iodide",3
"spironolactone",3
"amphetamine",2
"bucillamine",2
"buprenorphine",2
"cannabidiol",2
"cholecalciferol",2
"clopidogrel",2
"codeine",2
"cysteine",2
"doxycycline",2
"gefapixant",2
"glyphosate",2
"hyaluronic",2
"plitidepsin",2
"pyronaridine",2
"ribavirin",2
"taurine",2
"tempol",2
"tramadol",2
"tromethamine",2
"allicin",1
"alvelestat",1
"angiotensin ii",1
"arginine",1
"benzydamine",1
"bromazepam",1
"budesonide",1
"chlorine dioxide",1
"ciclesonide",1
"cilostazol",1
"citalopram",1
"citrulline",1
"clonazepam",1
"creatine",1
"crocin",1
"cyclohexanone",1
"cyproheptadine",1
"dabigatran",1
"darunavir",1
"enzalutamide",1
"esketamine",1
"famotidine",1
"finasteride",1
"fingolimod",1
"forskolin",1
"fructose",1
"guanidine",1
"icatibant",1
"imodium",1
"indole",1
"indomethacin",1
"kava",1
"ketamine",1
"levodopa",1
"levothyroxine",1
"lisinopril",1
"luteolin",1
"megestrol",1
"megestrol acetate",1
"methotrexate",1
"midodrine",1
"montelukast",1
"naltrexone",1
"naproxen",1
"niclosamide",1
"pentamidine",1
"phenobarbital",1
"phosphorus",1
"pibrentasvir",1
"piperine",1
"pirfenidone",1
"promethazine",1
"pyrithione",1
"quetiapine",1
"ramipril",1
"rapamycin",1
"resveratrol",1
"rivaroxaban",1
"s-23",1
"salbutamol",1
"simvastatin",1
"sitagliptin",1
"sodium acetate",1
"somatostatin",1
"squalene",1
"strychnine",1
"thalidomide",1
"trehalose",1
"tryptophan",1
"warfarin",1
