"Drug","04-14-2021"
"remdesivir",6553
"ivermectin",1928
"budesonide",376
"arginine",272
"hydroxychloroquine",246
"montelukast",117
"fluvoxamine",98
"quercetin",75
"thiamine",70
"azithromycin",69
"leronlimab",69
"fentanyl",65
"actemra",43
"mefloquine",40
"chlorine dioxide",39
"citalopram",37
"mifepristone",36
"mirtazapine",35
"nitazoxanide",30
"thalidomide",30
"chloroquine",28
"cyproheptadine",27
"dexamethasone",25
"ibuprofen",23
"s-23",21
"amantadine",20
"penicillin",20
"baricitinib",19
"levodopa",18
"niacin",17
"talopram",17
"famotidine",15
"gabapentin",13
"niclosamide",13
"argatroban",11
"doxycycline",9
"mmda",9
"prednisone",9
"aviptadil",8
"glutathione",8
"methadone",8
"vincristine",8
"acetaminophen",7
"phosphorus",7
"berberine",6
"brivaracetam",6
"cannabidiol",6
"carbocisteine",6
"dextromethorphan",6
"everolimus",6
"isoquercetin",6
"magnesium sulfate",6
"memantine",6
"fexofenadine",5
"pyronaridine",5
"ambroxol",4
"artesunate",4
"astaxanthin",4
"avoralstat",4
"camphor",4
"capmatinib",4
"creatine",4
"curcumin",4
"etodolac",4
"etoricoxib",4
"favipiravir",4
"fluoxetine",4
"fostamatinib",4
"nitrous oxide",4
"nitrous-oxide",4
"rabeprazole",4
"sarilumab",4
"semaglutide",4
"amoxicillin",3
"apabetalone",3
"artemisinin",3
"cannabivarin",3
"codeine",3
"colchicine",3
"crocin",3
"cysteine",3
"diclofenac",3
"forskolin",3
"glyphosate",3
"metformin",3
"nicotinamide",3
"progesterone",3
"propofol",3
"retinol",3
"siltuximab",3
"aluminum hydroxide",2
"aripiprazole",2
"buprenorphine",2
"calcifediol",2
"ceftriaxone",2
"dapagliflozin",2
"diazepam",2
"dopamine",2
"hesperidin",2
"hypochlorous",2
"ketamine",2
"loratadine",2
"methylprednisolone",2
"naloxone",2
"naproxen",2
"plitidepsin",2
"quinine",2
"silicon dioxide",2
"tacrolimus",2
"warfarin",2
"acyclovir",1
"adenosine",1
"allicin",1
"amikacin",1
"amiodarone",1
"amphetamine",1
"angiotensin 1-7",1
"antipain",1
"apixaban",1
"biotin",1
"bradykinin",1
"bupropion",1
"calcium citrate",1
"ciclesonide",1
"creatinine",1
"dantrolene",1
"daunorubicin",1
"depomedrol",1
"ebselen",1
"emodin",1
"escitalopram",1
"estradiol",1
"flibanserin",1
"fluticasone",1
"formaldehyde",1
"furosemide",1
"glycine",1
"hydrocortisone",1
"isepamicin",1
"ivabradine",1
"l-lysine",1
"levothyroxine",1
"lidocaine",1
"lisinopril",1
"lopinavir",1
"magnesium citrate",1
"mercaptopurine",1
"meropenem",1
"methotrexate",1
"methylprednisone",1
"metronidazole",1
"oleandrin",1
"opipramol",1
"oseltamivir",1
"oxymetazoline",1
"paroxetine",1
"ponatinib",1
"pseudoephedrine",1
"pyrimethamine",1
"ractopamine",1
"ranitidine",1
"ribavirin",1
"risdiplam",1
"ruxolitinib",1
"salbutamol",1
"salmeterol",1
"sertraline",1
"spironolactone",1
"sulfadoxine",1
"tamoxifen",1
"thiopental",1
"tramadol",1
"triclosan",1
"tryptophan",1
"valine",1
"vorapaxar",1
"xylazine",1
