"Drug","11-22-2020"
"remdesivir",992
"ivermectin",164
"hydroxychloroquine",125
"azithromycin",108
"quercetin",71
"cyproheptadine",67
"aviptadil",56
"favipiravir",45
"leronlimab",43
"chloroquine",31
"glutathione",29
"oleandrin",21
"baricitinib",20
"estradiol",20
"fentanyl",20
"ibuprofen",18
"thalidomide",15
"fluvoxamine",13
"chromium",10
"bromhexine",9
"lopinavir",9
"nitazoxanide",9
"talopram",9
"curcumin",8
"dopamine",8
"famotidine",8
"prednisone",8
"quinine",8
"actemra",7
"calcifediol",7
"doxycycline",7
"tamoxifen",7
"chlorine dioxide",6
"methylprednisolone",6
"puerarin",6
"ritonavir",6
"acetylcholine",5
"apixaban",5
"cetylpyridinium",5
"glyphosate",5
"penicillin",5
"potassium",5
"s-23",5
"sphingosine",5
"amoxicillin",4
"berberine",4
"bradykinin",4
"citicoline",4
"dextromethorphan",4
"imodium",4
"maraviroc",4
"norepinephrine",4
"tryptophan",4
"amantadine",3
"ambroxol",3
"cabotegravir",3
"clonazepam",3
"codeine",3
"hydrocortisone",3
"lorazepam",3
"niacin",3
"acetaminophen",2
"acetylcysteine",2
"aldosterone",2
"alprazolam",2
"amphetamine",2
"artemisinin",2
"atorvastatin",2
"cetirizine",2
"darunavir",2
"dipyridamole",2
"fluoxetine",2
"folic",2
"formaldehyde",2
"fostamatinib",2
"fructose",2
"galidesivir",2
"gentamicin",2
"hyaluronic",2
"icatibant",2
"metformin",2
"naproxen",2
"proline",2
"spironolactone",2
"squalene",2
"streptomycin",2
"tramadol",2
"venlafaxine",2
"adenosine",1
"amitriptyline",1
"amodiaquine",1
"angiotensin ii",1
"antipain",1
"arginine",1
"artesunate",1
"astaxanthin",1
"atropine",1
"benzonatate",1
"biotin",1
"boron",1
"bucillamine",1
"buspirone",1
"calcium lactate",1
"camostat",1
"cannabidiol",1
"capsaicin",1
"cholecalciferol",1
"colchicine",1
"creatine",1
"creatinine",1
"crocin",1
"cysteine",1
"deferoxamine",1
"donepezil",1
"emodin",1
"eucalyptol",1
"hypochlorous",1
"ifenprodil",1
"indomethacin",1
"isoquercetin",1
"kava",1
"lidocaine",1
"malic",1
"megestrol",1
"megestrol acetate",1
"methadone",1
"methocarbamol",1
"methotrexate",1
"methylphenidate",1
"nafamostat",1
"nebivolol",1
"nicotinamide",1
"niobium",1
"nitrite",1
"odq",1
"oseltamivir",1
"oxymetazoline",1
"phosphorus",1
"progesterone",1
"propiolactone",1
"propofol",1
"resveratrol",1
"rocuronium",1
"ronnel",1
"ropivacaine",1
"thimerosal",1
"umifenovir",1
"uridine",1
"vincristine",1
"warfarin",1
"zuclopenthixol",1
