"Drug","09-27-2021"
"ivermectin",4510
"famotidine",1684
"celecoxib",1677
"hydroxychloroquine",449
"azithromycin",424
"remdesivir",322
"quercetin",268
"dexamethasone",185
"artemisinin",172
"fentanyl",124
"fluvoxamine",91
"ritonavir",74
"favipiravir",55
"aviptadil",39
"doxycycline",36
"metformin",31
"squalene",29
"adenosine",23
"naloxone",22
"niacin",22
"budesonide",21
"midazolam",21
"acetaminophen",20
"ibuprofen",18
"mmda",16
"leronlimab",15
"chloroquine",14
"prednisone",11
"thalidomide",11
"glutathione",9
"ketamine",9
"quinine",9
"penicillin",8
"acetylcholine",7
"calcifediol",7
"curcumin",7
"methylprednisolone",7
"oleandrin",7
"lopinavir",6
"talopram",6
"uproleselan",6
"vincristine",6
"arginine",5
"atorvastatin",5
"baricitinib",5
"buprenorphine",5
"cannabidiol",5
"berberine",4
"colchicine",4
"fostamatinib",4
"isoquercetin",4
"maraviroc",4
"tetracycline",4
"bromhexine",3
"cadmium",3
"dopamine",3
"epoprostenol",3
"methotrexate",3
"orlistat",3
"pterostilbene",3
"s-23",3
"sulforaphane",3
"acyclovir",2
"amoxicillin",2
"aprepitant",2
"capsaicin",2
"cesium",2
"cpi-613",2
"crocin",2
"cysteine",2
"epinephrine",2
"estradiol",2
"fructose",2
"indole",2
"lidocaine",2
"mirin",2
"nitazoxanide",2
"oseltamivir",2
"oxycodone",2
"phosphorus",2
"rapamycin",2
"resveratrol",2
"suramin",2
"tempol",2
"tryptophan",2
"tyrosine",2
"warfarin",2
"aluminum oxide",1
"amantadine",1
"ambroxol",1
"amphetamine",1
"angiotensin ii",1
"apabetalone",1
"apixaban",1
"astaxanthin",1
"atropine",1
"azathioprine",1
"bivalirudin",1
"boron",1
"bradykinin",1
"bucillamine",1
"cannabinol",1
"carnosine",1
"ceftriaxone",1
"cetylpyridinium",1
"chlorhexidine",1
"chlorine dioxide",1
"chlorthalidone",1
"cholecalciferol",1
"chromium",1
"codeine",1
"cytidine",1
"dapagliflozin",1
"diazepam",1
"dihydroetorphine",1
"entecavir",1
"ethoxzolamide",1
"fenfluramine",1
"fenofibrate",1
"fluoxetine",1
"fluticasone",1
"folic",1
"formaldehyde",1
"glycine",1
"haloperidol",1
"histidine",1
"hypochlorous",1
"iloprost",1
"imodium",1
"ivabradine",1
"kava",1
"lb-100",1
"leucine",1
"lisinopril",1
"loratadine",1
"megestrol",1
"megestrol acetate",1
"methohexital",1
"methylprednisone",1
"metoprolol",1
"naltrexone",1
"nitrous oxide",1
"nitrous-oxide",1
"octenidine",1
"omeprazole",1
"phenibut",1
"phenoxyethanol",1
"phenylephrine",1
"potassium",1
"propofol",1
"pseudoephedrine",1
"reserpine",1
"retinol",1
"rhein",1
"rutin",1
"sarilumab",1
"selumetinib",1
"sivelestat",1
"sulfasalazine",1
"tramadol",1
"umifenovir",1
"urea",1
"valsartan",1
"vinblastine",1
