"Drug","12-18-2020"
"ivermectin",1087
"azithromycin",414
"potassium",264
"potassium chloride",259
"remdesivir",137
"quercetin",107
"fentanyl",92
"leronlimab",91
"doxycycline",81
"chloroquine",67
"fluvoxamine",58
"dexamethasone",36
"thalidomide",34
"penicillin",33
"proline",29
"ritonavir",27
"aviptadil",25
"baricitinib",25
"lopinavir",25
"ibuprofen",23
"ceftriaxone",13
"formaldehyde",12
"methadone",12
"chlorhexidine",11
"ketamine",10
"acetaminophen",9
"cadmium",8
"quinine",8
"chlorine dioxide",7
"cyproheptadine",7
"epinephrine",7
"glyphosate",7
"naloxone",7
"prednisone",7
"ribose",7
"actemra",6
"amantadine",6
"glutathione",6
"indomethacin",6
"niclosamide",6
"siltuximab",6
"spironolactone",6
"codeine",5
"favipiravir",5
"resveratrol",5
"budesonide",4
"cannabidiol",4
"glycine",4
"hydrocortisone",4
"metformin",4
"montelukast",4
"artemisinin",3
"bradykinin",3
"buprenorphine",3
"calcifediol",3
"dopamine",3
"estradiol",3
"forskolin",3
"gadolinium",3
"losartan",3
"oleandrin",3
"rubidium",3
"s-23",3
"sildenafil",3
"thiopental",3
"urea",3
"vincristine",3
"amoxicillin",2
"atracurium",2
"atropine",2
"berberine",2
"bromhexine",2
"bucillamine",2
"catechin",2
"cetirizine",2
"clonazepam",2
"cysteine",2
"diazepam",2
"epoprostenol",2
"famotidine",2
"fenbendazole",2
"fructose",2
"gabapentin",2
"hydroxyzine",2
"hypochlorous",2
"ifenprodil",2
"isoquercetin",2
"metronidazole",2
"niacin",2
"ruxolitinib",2
"selinexor",2
"squalene",2
"thimerosal",2
"tramadol",2
"activated charcoal",1
"adenine",1
"alectinib",1
"antipain",1
"antroquinonol",1
"aspartame",1
"azelastine",1
"bicalutamide",1
"cafedrine",1
"capsaicin",1
"cholecalciferol",1
"clarithromycin",1
"creatinine",1
"cytisine",1
"diphenhydramine",1
"dobutamine",1
"ehna",1
"ergotamine",1
"eucalyptol",1
"furosemide",1
"guanine",1
"hydroxychloroquine",1
"hydroxyurea",1
"imodium",1
"inositol",1
"ketanserin",1
"l-lysine",1
"lidocaine",1
"lisinopril",1
"malic",1
"meropenem",1
"metamizole",1
"methyl salicylate",1
"mirin",1
"nabiximols",1
"naproxen",1
"neodymium",1
"niobium",1
"nitazoxanide",1
"oxycodone",1
"pentobarbital",1
"prednisolone",1
"propofol",1
"ramipril",1
"relugolix",1
"rhein",1
"ropivacaine",1
"sertraline",1
"simvastatin",1
"streptomycin",1
"sumatriptan",1
"talopram",1
"theobromine",1
"theophylline",1
"thymol",1
"titanium dioxide",1
"tofacitinib",1
"trazodone",1
"triclosan",1
"uracil",1
"vancomycin",1
"varenicline",1
