"Drug","09-14-2022"
"ivermectin",439
"hydroxychloroquine",133
"fentanyl",96
"bucillamine",34
"creatinine",23
"ibuprofen",17
"ketamine",14
"chloroquine",10
"fluvoxamine",8
"mmda",8
"grazoprevir",7
"methotrexate",7
"prednisolone",6
"quercetin",6
"glyphosate",5
"metformin",5
"thalidomide",5
"acetaminophen",4
"maraviroc",4
"prednisone",4
"ritonavir",4
"tromethamine",4
"vincristine",4
"dexamethasone",3
"dexmethylphenidate",3
"diphenhydramine",3
"glutathione",3
"guanfacine",3
"masitinib",3
"methadone",3
"midazolam",3
"naltrexone",3
"naproxen",3
"niclosamide",3
"theophylline",3
"acetylcholine",2
"acyclovir",2
"angiotensin ii",2
"artesunate",2
"astaxanthin",2
"cannabidiol",2
"gabapentin",2
"mefloquine",2
"niacin",2
"nitrous oxide",2
"talopram",2
"thiamine",2
"vancomycin",2
"vandetanib",2
"auranofin",1
"azithromycin",1
"benzimidazole",1
"biotin",1
"buprenorphine",1
"calcifediol",1
"cetirizine",1
"cholecalciferol",1
"codeine",1
"creatine",1
"curcumin",1
"cysteine",1
"d-glucose",1
"diazepam",1
"dopamine",1
"epigallocatechin",1
"eucalyptol",1
"everolimus",1
"famotidine",1
"fenofibrate",1
"finasteride",1
"formaldehyde",1
"glycine",1
"imatinib",1
"indomethacin",1
"itraconazole",1
"ketorolac",1
"manganese",1
"naloxone",1
"nitroglycerin",1
"phenylephrine",1
"quetiapine",1
"quinine",1
"rivaroxaban",1
"ronnel",1
"squalene",1
"tafamidis",1
"taurine",1
"tecovirimat",1
"thimerosal",1
"varespladib",1
"warfarin",1
