"Drug","08-17-2021"
"ivermectin",3209
"hydroxychloroquine",441
"remdesivir",320
"quercetin",147
"midazolam",94
"colchicine",86
"dexamethasone",83
"actemra",75
"niacin",74
"fentanyl",54
"fluvoxamine",37
"azithromycin",36
"diamorphine",32
"adenosine",28
"ibuprofen",28
"penicillin",28
"budesonide",25
"artesunate",23
"tempol",22
"chloroquine",16
"thalidomide",15
"baricitinib",14
"oseltamivir",14
"vincristine",14
"hydroxyproline",12
"dopamine",11
"pyronaridine",9
"artemisinin",8
"favipiravir",8
"tryptophan",8
"fenofibrate",7
"fisetin",7
"leronlimab",7
"nitazoxanide",7
"potassium",7
"bromhexine",6
"cannabidiol",6
"doxycycline",6
"imatinib",6
"prednisone",6
"carnosine",5
"codeine",5
"quinine",5
"thimerosal",5
"buprenorphine",4
"cetylpyridinium",4
"fructose",4
"glutathione",4
"l-glutamine",4
"mmda",4
"nafamostat",4
"oxymetazoline",4
"suramin",4
"acetaminophen",3
"amoxicillin",3
"astaxanthin",3
"azelastine",3
"berberine",3
"biotin",3
"bisoprolol",3
"curcumin",3
"dasatinib",3
"disulfiram",3
"emricasan",3
"masitinib",3
"metformin",3
"methadone",3
"navitoclax",3
"rapamycin",3
"ruxolitinib",3
"tenofovir",3
"amphotericin b",2
"camphor",2
"capsaicin",2
"chlorine dioxide",2
"cysteine",2
"dantrolene",2
"deferasirox",2
"dovitinib",2
"epigallocatechin",2
"formaldehyde",2
"fostamatinib",2
"glyphosate",2
"ketamine",2
"l-lysine",2
"larazotide",2
"methylprednisolone",2
"oleandrin",2
"resveratrol",2
"rubidium",2
"s-23",2
"tacrolimus",2
"talopram",2
"tu-100",2
"vancomycin",2
"warfarin",2
"abt-737",1
"activated charcoal",1
"albendazole",1
"aluminum hydroxide",1
"ambroxol",1
"apilimod",1
"atorvastatin",1
"benzonatate",1
"bucillamine",1
"calcifediol",1
"catechin",1
"ceftriaxone",1
"ceramide",1
"daclatasvir",1
"dapagliflozin",1
"diazepam",1
"dienogest",1
"digoxin",1
"enoximone",1
"erythromycin",1
"etoposide",1
"folic",1
"ginsenoside",1
"ginsenoside rb1",1
"glycine",1
"hinokitiol",1
"hyaluronic",1
"hydrocortisone",1
"hypochlorous",1
"ibrutinib",1
"indomethacin",1
"kava",1
"ketotifen",1
"leflunomide",1
"levodopa",1
"lidocaine",1
"magnesium sulfate",1
"malic",1
"mercurochrome",1
"methotrexate",1
"mirtazapine",1
"naltrexone",1
"olanzapine",1
"phosphorus",1
"propofol",1
"reparixin",1
"resatorvid",1
"ribavirin",1
"ribose",1
"rifapentine",1
"roxithromycin",1
"rutin",1
"sarilumab",1
"silibinin",1
"sofosbuvir",1
"strychnine",1
"tetracycline",1
"tetrandrine",1
"tofacitinib",1
"tunicamycin",1
"varenicline",1
"venlafaxine",1
