"Drug","06-30-2020"
"remdesivir",44723
"hydroxychloroquine",3018
"chloroquine",564
"dexamethasone",459
"lopinavir",416
"ritonavir",411
"azithromycin",384
"ivermectin",210
"colchicine",53
"favipiravir",43
"fentanyl",41
"baricitinib",30
"ibuprofen",29
"glyphosate",27
"metformin",26
"chlorine dioxide",22
"quercetin",22
"benzodiazepine",21
"prednisone",19
"quinine",17
"budesonide",13
"chlorhexidine",13
"naloxone",13
"bucillamine",12
"calcitriol",11
"dopamine",11
"rhein",11
"ronnel",11
"galidesivir",10
"acetaminophen",9
"dipyridamole",9
"ketamine",9
"thalidomide",9
"potassium",8
"curcumin",7
"methadone",7
"nitazoxanide",7
"toluene",7
"tyrosine",7
"famotidine",6
"losmapimod",6
"methylprednisolone",6
"niacin",6
"tenofovir",6
"levodopa",5
"oseltamivir",5
"ruxolitinib",5
"buprenorphine",4
"doxycycline",4
"nelfinavir",4
"nitrous oxide",4
"ribavirin",4
"aldosterone",3
"bradykinin",3
"cannabidiol",3
"forskolin",3
"guanine",3
"indomethacin",3
"mmda",3
"proline",3
"s-23",3
"simeprevir",3
"umifenovir",3
"4-methylimidazole",2
"acyclovir",2
"alprazolam",2
"amitriptyline",2
"amoxicillin",2
"artemisinin",2
"atazanavir",2
"camphor",2
"ceftriaxone",2
"chromium",2
"ciclesonide",2
"cidofovir",2
"clozapine",2
"codeine",2
"dextromethorphan",2
"epoprostenol",2
"eritoran",2
"fenbendazole",2
"furosemide",2
"glutathione",2
"hydroquinone",2
"ifenprodil",2
"nafamostat",2
"naproxen",2
"phosphorus",2
"pirfenidone",2
"propofol",2
"resveratrol",2
"rivaroxaban",2
"silmitasertib",2
"spironolactone",2
"thiamine",2
"vanadium",2
"vincristine",2
"abacavir",1
"acetazolamide",1
"activated charcoal",1
"amantadine",1
"apilimod",1
"atracurium",1
"atropine",1
"beta carotene",1
"bupivacaine",1
"capsaicin",1
"carvedilol",1
"cesium",1
"clarithromycin",1
"clonidine",1
"crocin",1
"cysteine",1
"daclatasvir",1
"darunavir",1
"dinaciclib",1
"doxorubicin",1
"ebselen",1
"emtricitabine",1
"entecavir",1
"epinephrine",1
"filgotinib",1
"fluoxetine",1
"fructose",1
"gabapentin",1
"haloperidol",1
"hydroxyzine",1
"imatinib",1
"inarigivir",1
"indium",1
"indole",1
"isoniazid",1
"lacosamide",1
"lidocaine",1
"lorazepam",1
"losartan",1
"lurasidone",1
"maraviroc",1
"megestrol",1
"megestrol acetate",1
"merimepodib",1
"methotrexate",1
"niclosamide",1
"nonoxynol-9",1
"omeprazole",1
"ondansetron",1
"orlistat",1
"oxaliplatin",1
"pacritinib",1
"paroxetine",1
"penicillin",1
"perchlorate",1
"pg-9",1
"phenylephrine",1
"plitidepsin",1
"prazosin",1
"raloxifene",1
"salbutamol",1
"seliciclib",1
"stavudine",1
"streptomycin",1
"talopram",1
"tamoxifen",1
"titanium dioxide",1
"tramadol",1
"tylosin",1
"valganciclovir",1
