"Drug","04-26-2022"
"ivermectin",13520
"hydroxychloroquine",875
"quercetin",441
"fentanyl",202
"montelukast",63
"azithromycin",56
"famotidine",56
"chloroquine",47
"ritonavir",39
"prednisone",37
"ibuprofen",36
"thalidomide",31
"budesonide",15
"midazolam",13
"cysteine",12
"dexamethasone",9
"fluconazole",8
"cyproheptadine",7
"aviptadil",6
"hydroxyzine",6
"niacin",6
"acetaminophen",5
"doxycycline",5
"fluvoxamine",5
"codeine",4
"colchicine",4
"minocycline",4
"hesperidin",3
"ketamine",3
"maraviroc",3
"metformin",3
"naloxone",3
"s-23",3
"uridine",3
"acetylcysteine",2
"alanine",2
"berberine",2
"biotin",2
"cetirizine",2
"chlorpheniramine",2
"dopamine",2
"gabapentin",2
"glutathione",2
"glycine",2
"glyphosate",2
"methotrexate",2
"permethrin",2
"plitidepsin",2
"acetazolamide",1
"aldosterone",1
"allopurinol",1
"amoxicillin",1
"amphetamine",1
"amphotericin b",1
"astaxanthin",1
"atorvastatin",1
"azelastine",1
"buspirone",1
"carbamazepine",1
"cetylpyridinium",1
"cholecalciferol",1
"choline",1
"chromium",1
"clonazepam",1
"clonidine",1
"creatine",1
"cyclosporine",1
"cystine",1
"cytidine",1
"diosmin",1
"diphenhydramine",1
"estradiol",1
"formoterol",1
"fructose",1
"hydrocortisone",1
"loratadine",1
"losartan",1
"lurasidone",1
"megestrol acetate",1
"methadone",1
"methylprednisolone",1
"midodrine",1
"myricetin",1
"niclosamide",1
"omeprazole",1
"pantoprazole",1
"phenol",1
"pravastatin",1
"prednisolone",1
"promethazine",1
"propofol",1
"pyrazole",1
"quinine",1
"resveratrol",1
"rizatriptan",1
"ruxolitinib",1
"sulfasalazine",1
"tamoxifen",1
"temazepam",1
"tirofiban",1
"trimethoprim",1
"up5",1
"warfarin",1
